ID,DENSITY,FLUID_ID,GASEOUS,IMAGE_FILE_PATH,INTERNAL_NAME,LOCALIZED_NAME,LUMINOSITY,MOD_ID,NBT,TEMPERATURE,UNLOCALIZED_NAME,VISCOSITY
f~gregtech~molten.nickelzincferrite,1000,475,false,fluid/gregtech/molten.nickelzincferrite.png,molten.nickelzincferrite,Molten Nickel-Zinc Ferrite,0,gregtech,,721,fluid.molten.nickelzincferrite,1000
f~gregtech~molten.niobium,1000,317,false,fluid/gregtech/molten.niobium.png,molten.niobium,Molten Niobium,10,gregtech,,2750,fluid.molten.niobium,1000
f~gregtech~molten.niobiumnitride,1000,476,false,fluid/gregtech/molten.niobiumnitride.png,molten.niobiumnitride,Molten Niobium Nitride,9,gregtech,,2573,fluid.molten.niobiumnitride,1000
f~gregtech~molten.niobiumtitanium,1000,477,false,fluid/gregtech/molten.niobiumtitanium.png,molten.niobiumtitanium,Molten Niobium-Titanium,15,gregtech,,4500,fluid.molten.niobiumtitanium,1000
f~gregtech~molten.obsidian,1000,479,false,fluid/gregtech/molten.obsidian.png,molten.obsidian,Molten Obsidian,0,gregtech,,642,fluid.molten.obsidian,1000
f~gregtech~molten.obsidianflux,1000,434,false,fluid/gregtech/molten.obsidianflux.png,molten.obsidianflux,Molten Fluxed Obsidian,1,gregtech,,1000,fluid.molten.obsidianflux,1000
f~gregtech~molten.orichalcum,1000,435,false,fluid/gregtech/molten.orichalcum.png,molten.orichalcum,Molten Orichalcum,15,gregtech,,6000,fluid.molten.orichalcum,1000
f~gregtech~molten.oriharukon,1000,321,false,fluid/gregtech/molten.oriharukon.png,molten.oriharukon,Molten Oriharukon,15,gregtech,,5400,fluid.molten.oriharukon,1000
f~gregtech~molten.osmiridium,1000,454,false,fluid/gregtech/molten.osmiridium.png,molten.osmiridium,Molten Osmiridium,15,gregtech,,3500,fluid.molten.osmiridium,1000
f~gregtech~molten.osmium,1000,323,false,fluid/gregtech/molten.osmium.png,molten.osmium,Molten Osmium,13,gregtech,,3306,fluid.molten.osmium,1000
f~gregtech~molten.osmonium,1000,436,false,fluid/gregtech/molten.osmonium.png,molten.osmonium,Molten Osmonium,1,gregtech,,1000,fluid.molten.osmonium,1000
f~gregtech~molten.palladium,1000,326,false,fluid/gregtech/molten.palladium.png,molten.palladium,Molten Palladium,5,gregtech,,1828,fluid.molten.palladium,1000
f~gregtech~molten.pentacadmiummagnesiumhexaoxid,1000,710,false,fluid/gregtech/molten.pentacadmiummagnesiumhexaoxid.png,molten.pentacadmiummagnesiumhexaoxid,Molten Superconductor Base MV,9,gregtech,,2500,fluid.molten.pentacadmiummagnesiumhexaoxid,1000
f~gregtech~molten.phasedgold,1000,404,false,fluid/gregtech/molten.phasedgold.png,molten.phasedgold,Molten Phased Gold,1,gregtech,,1000,fluid.molten.phasedgold,1000
f~gregtech~molten.phasediron,1000,405,false,fluid/gregtech/molten.phasediron.png,molten.phasediron,Molten Phased Iron,13,gregtech,,3300,fluid.molten.phasediron,1000
f~gregtech~molten.phoenixite,1000,437,false,fluid/gregtech/molten.phoenixite.png,molten.phoenixite,Molten Phoenixite,1,gregtech,,1000,fluid.molten.phoenixite,1000
f~gregtech~molten.pigiron,1000,480,false,fluid/gregtech/molten.pigiron.png,molten.pigiron,Molten Pig Iron,1,gregtech,,1000,fluid.molten.pigiron,1000
f~gregtech~molten.plastic,1000,482,false,fluid/gregtech/molten.plastic.png,molten.plastic,Molten Polyethylene (PE),0,gregtech,,400,fluid.molten.plastic,1000
f~gregtech~molten.platinum,1000,329,false,fluid/gregtech/molten.platinum.png,molten.platinum,Molten Platinum,6,gregtech,,2041,fluid.molten.platinum,1000
f~gregtech~molten.plutonium,1000,331,false,fluid/gregtech/molten.plutonium.png,molten.plutonium,Molten Plutonium 239,0,gregtech,,912,fluid.molten.plutonium,1000
f~gregtech~molten.plutonium241,1000,384,false,fluid/gregtech/molten.plutonium241.png,molten.plutonium241,Molten Plutonium 241,0,gregtech,,912,fluid.molten.plutonium241,1000
f~gregtech~molten.polybenzimidazole,1000,677,false,fluid/gregtech/molten.polybenzimidazole.png,molten.polybenzimidazole,Molten Polybenzimidazole (PBI),3,gregtech,,1450,fluid.molten.polybenzimidazole,1000
f~gregtech~molten.polycaprolactam,1000,481,false,fluid/gregtech/molten.polycaprolactam.png,molten.polycaprolactam,Molten Polycaprolactam (PCL),0,gregtech,,500,fluid.molten.polycaprolactam,1000
f~gregtech~molten.polyphenylenesulfide,1000,582,false,fluid/gregtech/molten.polyphenylenesulfide.png,molten.polyphenylenesulfide,Molten Polyphenylene Sulfide (PPS),0,gregtech,,554,fluid.molten.polyphenylenesulfide,1000
f~gregtech~molten.polystyrene,1000,583,false,fluid/gregtech/molten.polystyrene.png,molten.polystyrene,Molten Polystyrene (PS),0,gregtech,,513,fluid.molten.polystyrene,1000
f~gregtech~molten.polytetrafluoroethylene,1000,483,false,fluid/gregtech/molten.polytetrafluoroethylene.png,molten.polytetrafluoroethylene,Molten Polytetrafluoroethylene (PTFE),0,gregtech,,600,fluid.molten.polytetrafluoroethylene,1000
f~gregtech~molten.polyvinylchloride,1000,585,false,fluid/gregtech/molten.polyvinylchloride.png,molten.polyvinylchloride,Molten Polyvinyl Chloride (PVC),0,gregtech,,433,fluid.molten.polyvinylchloride,1000
f~gregtech~molten.potassium,1000,333,false,fluid/gregtech/molten.potassium.png,molten.potassium,Molten Potassium,0,gregtech,,336,fluid.molten.potassium,1000
f~gregtech~molten.praseodymium,1000,335,false,fluid/gregtech/molten.praseodymium.png,molten.praseodymium,Molten Praseodymium,2,gregtech,,1208,fluid.molten.praseodymium,1000
f~gregtech~molten.prismaticnaquadah,1000,748,false,fluid/gregtech/molten.prismaticnaquadah.png,molten.prismaticnaquadah,Molten Prismatic Naquadah,1,gregtech,,1000,fluid.molten.prismaticnaquadah,1000
f~gregtech~molten.promethium,1000,337,false,fluid/gregtech/molten.promethium.png,molten.promethium,Molten Promethium,2,gregtech,,1315,fluid.molten.promethium,1000
f~gregtech~molten.pulsatingiron,1000,662,false,fluid/gregtech/molten.pulsatingiron.png,molten.pulsatingiron,Molten Pulsating Iron,3,gregtech,,1519,fluid.molten.pulsatingiron,1000
f~gregtech~molten.quantium,1000,697,false,fluid/gregtech/molten.quantium.png,molten.quantium,Molten Quantium,15,gregtech,,9900,fluid.molten.quantium,1000
f~gregtech~molten.radoxpoly,1000,728,false,fluid/gregtech/molten.radoxpoly.png,molten.radoxpoly,Molten Radox Polymer,15,gregtech,,6203,fluid.molten.radoxpoly,1000
f~gregtech~molten.realgar,1000,638,false,fluid/gregtech/molten.realgar.png,molten.realgar,Molten Realgar,0,gregtech,,739,fluid.molten.realgar,1000
f~gregtech~molten.redalloy,1000,655,false,fluid/gregtech/molten.redalloy.png,molten.redalloy,Molten Red Alloy,0,gregtech,,500,fluid.molten.redalloy,1000
f~gregtech~molten.redsteel,1000,656,false,fluid/gregtech/molten.redsteel.png,molten.redsteel,Molten Red Steel,4,gregtech,,1591,fluid.molten.redsteel,1000
f~gregtech~molten.redstone,1000,222,false,fluid/gregtech/molten.redstone.png,molten.redstone,Molten Redstone,0,gregtech,,500,fluid.molten.redstone,1000
f~gregtech~molten.redstonealloy,1000,657,false,fluid/gregtech/molten.redstonealloy.png,molten.redstonealloy,Molten Redstone Alloy,0,gregtech,,671,fluid.molten.redstonealloy,1000
f~gregtech~molten.reinforced,1000,448,false,fluid/gregtech/molten.reinforced.png,molten.reinforced,Molten Reinforced,1,gregtech,,1000,fluid.molten.reinforced,1000
f~gregtech~molten.reinforcedglass,1000,519,false,fluid/gregtech/molten.reinforcedglass.png,molten.reinforcedglass,Molten Reinforced Glass,6,gregtech,,2000,fluid.molten.reinforcedglass,1000
f~gregtech~molten.rosegold,1000,641,false,fluid/gregtech/molten.rosegold.png,molten.rosegold,Molten Rose Gold,2,gregtech,,1341,fluid.molten.rosegold,1000
f~gregtech~molten.rubber,1000,484,false,fluid/gregtech/molten.rubber.png,molten.rubber,Molten Rubber,0,gregtech,,400,fluid.molten.rubber,1000
f~gregtech~molten.rubidium,1000,340,false,fluid/gregtech/molten.rubidium.png,molten.rubidium,Molten Rubidium,0,gregtech,,312,fluid.molten.rubidium,1000
f~gregtech~molten.rubracium,1000,438,false,fluid/gregtech/molten.rubracium.png,molten.rubracium,Molten Rubracium,1,gregtech,,1000,fluid.molten.rubracium,1000
f~gregtech~molten.samarium,1000,342,false,fluid/gregtech/molten.samarium.png,molten.samarium,Molten Samarium,2,gregtech,,1345,fluid.molten.samarium,1000
f~gregtech~molten.scandium,1000,344,false,fluid/gregtech/molten.scandium.png,molten.scandium,Molten Scandium,5,gregtech,,1814,fluid.molten.scandium,1000
f~gregtech~molten.serpentine,1000,406,false,fluid/gregtech/molten.serpentine.png,molten.serpentine,Molten Serpentine,1,gregtech,,1000,fluid.molten.serpentine,1000
f~gregtech~molten.shadow,1000,690,false,fluid/gregtech/molten.shadow.png,molten.shadow,Molten Shadow Metal,5,gregtech,,1800,fluid.molten.shadow,1000
f~gregtech~molten.shadowiron,1000,703,false,fluid/gregtech/molten.shadowiron.png,molten.shadowiron,Molten Shadow Iron,15,gregtech,,8400,fluid.molten.shadowiron,1000
f~gregtech~molten.shadowsteel,1000,704,false,fluid/gregtech/molten.shadowsteel.png,molten.shadowsteel,Molten Shadow Steel,12,gregtech,,3006,fluid.molten.shadowsteel,1000
f~gregtech~molten.shijima,1000,831,false,fluid/gregtech/molten.shijima.png,molten.shijima,Molten Shijima,1,gregtech,,1000,fluid.molten.shijima,1000
f~gregtech~molten.signalum,1000,833,false,fluid/gregtech/molten.signalum.png,molten.signalum,Molten Signalum,1,gregtech,,1000,fluid.molten.signalum,1000
f~gregtech~molten.silicon,1000,346,false,fluid/gregtech/molten.silicon.png,molten.silicon,Molten Raw Silicon,8,gregtech,,2273,fluid.molten.silicon,1000
f~gregtech~molten.silicone,1000,485,false,fluid/gregtech/molten.silicone.png,molten.silicone,Molten Silicone Rubber,0,gregtech,,900,fluid.molten.silicone,1000
f~gregtech~molten.siliconsolargrade,1000,612,false,fluid/gregtech/molten.siliconsolargrade.png,molten.siliconsolargrade,Molten Silicon Solar Grade (Poly SI),8,gregtech,,2273,fluid.molten.siliconsolargrade,1000
f~gregtech~molten.silver,1000,348,false,fluid/gregtech/molten.silver.png,molten.silver,Molten Silver,2,gregtech,,1234,fluid.molten.silver,1000
f~gregtech~molten.sixphasedcopper,1000,820,false,fluid/gregtech/molten.sixphasedcopper.png,molten.sixphasedcopper,Molten Six-Phased Copper,1,gregtech,,1000,fluid.molten.sixphasedcopper,1000
f~gregtech~molten.solderingalloy,1000,618,false,fluid/gregtech/molten.solderingalloy.png,molten.solderingalloy,Molten Soldering Alloy,0,gregtech,,400,fluid.molten.solderingalloy,1000
f~gregtech~molten.soularium,1000,705,false,fluid/gregtech/molten.soularium.png,molten.soularium,Molten Soularium,0,gregtech,,800,fluid.molten.soularium,1000
f~gregtech~molten.spacetime,1000,810,false,fluid/gregtech/molten.spacetime.png,molten.spacetime,Molten SpaceTime,0,gregtech,,0,fluid.molten.spacetime,1000
f~gregtech~molten.stainlesssteel,1000,619,false,fluid/gregtech/molten.stainlesssteel.png,molten.stainlesssteel,Molten Stainless Steel,5,gregtech,,1810,fluid.molten.stainlesssteel,1000
f~gregtech~molten.steel,1000,620,false,fluid/gregtech/molten.steel.png,molten.steel,Molten Steel,5,gregtech,,1811,fluid.molten.steel,1000
f~gregtech~molten.stellaralloy,1000,668,false,fluid/gregtech/molten.stellaralloy.png,molten.stellaralloy,Molten Stellar Alloy,15,gregtech,,7200,fluid.molten.stellaralloy,1000
f~gregtech~molten.sterlingsilver,1000,642,false,fluid/gregtech/molten.sterlingsilver.png,molten.sterlingsilver,Molten Sterling Silver,2,gregtech,,1258,fluid.molten.sterlingsilver,1000
f~gregtech~molten.strontium,1000,351,false,fluid/gregtech/molten.strontium.png,molten.strontium,Molten Strontium,1,gregtech,,1050,fluid.molten.strontium,1000
f~gregtech~molten.styrenebutadienerubber,1000,602,false,fluid/gregtech/molten.styrenebutadienerubber.png,molten.styrenebutadienerubber,Molten Styrene-Butadiene Rubber (SBR),0,gregtech,,526,fluid.molten.styrenebutadienerubber,1000
f~gregtech~molten.sugar,1000,643,false,fluid/gregtech/molten.sugar.png,molten.sugar,Molten Sugar,0,gregtech,,462,fluid.molten.sugar,1000
f~gregtech~molten.sunnarium,1000,455,false,fluid/gregtech/molten.sunnarium.png,molten.sunnarium,Molten Sunnarium,15,gregtech,,4200,fluid.molten.sunnarium,1000
f~gregtech~molten.superconductoruevbase,1000,718,false,fluid/gregtech/molten.superconductoruevbase.png,molten.superconductoruevbase,Molten Superconductor Base UEV,15,gregtech,,11700,fluid.molten.superconductoruevbase,1000
f~gregtech~molten.superconductoruivbase,1000,719,false,fluid/gregtech/molten.superconductoruivbase.png,molten.superconductoruivbase,Molten Superconductor Base UIV,15,gregtech,,12700,fluid.molten.superconductoruivbase,1000
f~gregtech~molten.superconductorumvbase,1000,720,false,fluid/gregtech/molten.superconductorumvbase.png,molten.superconductorumvbase,Molten Superconductor Base UMV,15,gregtech,,13600,fluid.molten.superconductorumvbase,1000
f~gregtech~molten.tantalum,1000,354,false,fluid/gregtech/molten.tantalum.png,molten.tantalum,Molten Tantalum,13,gregtech,,3290,fluid.molten.tantalum,1000
f~gregtech~molten.tartarite,1000,439,false,fluid/gregtech/molten.tartarite.png,molten.tartarite,Molten Tartarite,15,gregtech,,10400,fluid.molten.tartarite,1000
f~gregtech~molten.tellurium,1000,356,false,fluid/gregtech/molten.tellurium.png,molten.tellurium,Molten Tellurium,0,gregtech,,722,fluid.molten.tellurium,1000
f~gregtech~molten.tengamattuned,1000,492,false,fluid/gregtech/molten.tengamattuned.png,molten.tengamattuned,Molten Attuned Tengam,1,gregtech,,1000,fluid.molten.tengamattuned,1000
f~gregtech~molten.tengampurified,1000,491,false,fluid/gregtech/molten.tengampurified.png,molten.tengampurified,Molten Purified Tengam,1,gregtech,,1000,fluid.molten.tengampurified,1000
f~gregtech~molten.terbium,1000,358,false,fluid/gregtech/molten.terbium.png,molten.terbium,Molten Terbium,4,gregtech,,1629,fluid.molten.terbium,1000
f~gregtech~molten.terrasteel,1000,768,false,fluid/gregtech/molten.terrasteel.png,molten.terrasteel,Molten Terrasteel,15,gregtech,,5400,fluid.molten.terrasteel,1000
f~gregtech~molten.teslatite,1000,407,false,fluid/gregtech/molten.teslatite.png,molten.teslatite,Molten Teslatite,1,gregtech,,1000,fluid.molten.teslatite,1000
f~gregtech~molten.tetraindiumditindibariumtitaniumheptacoppertetrakaidekaoxid,1000,714,false,fluid/gregtech/molten.tetraindiumditindibariumtitaniumheptacoppertetrakaidekaoxid.png,molten.tetraindiumditindibariumtitaniumheptacoppertetrakaidekaoxid,Molten Superconductor Base LuV,15,gregtech,,6000,fluid.molten.tetraindiumditindibariumtitaniumheptacoppertetrakaidekaoxid,1000
f~gregtech~molten.tetranaquadahdiindiumhexaplatiumosminid,1000,715,false,fluid/gregtech/molten.tetranaquadahdiindiumhexaplatiumosminid.png,molten.tetranaquadahdiindiumhexaplatiumosminid,Molten Superconductor Base ZPM,15,gregtech,,8100,fluid.molten.tetranaquadahdiindiumhexaplatiumosminid,1000
f~gregtech~molten.thaumium,1000,644,false,fluid/gregtech/molten.thaumium.png,molten.thaumium,Molten Thaumium,14,gregtech,,3405,fluid.molten.thaumium,1000
f~gregtech~molten.thorium,1000,360,false,fluid/gregtech/molten.thorium.png,molten.thorium,Molten Thorium,7,gregtech,,2115,fluid.molten.thorium,1000
f~gregtech~molten.thulium,1000,362,false,fluid/gregtech/molten.thulium.png,molten.thulium,Molten Thulium,5,gregtech,,1818,fluid.molten.thulium,1000
f~gregtech~molten.tin,1000,364,false,fluid/gregtech/molten.tin.png,molten.tin,Molten Tin,0,gregtech,,505,fluid.molten.tin,1000
f~gregtech~molten.tinalloy,1000,621,false,fluid/gregtech/molten.tinalloy.png,molten.tinalloy,Molten Tin Alloy,1,gregtech,,1158,fluid.molten.tinalloy,1000
f~gregtech~molten.titanium,1000,366,false,fluid/gregtech/molten.titanium.png,molten.titanium,Molten Titanium,6,gregtech,,1941,fluid.molten.titanium,1000
f~gregtech~molten.titaniumonabariumdecacoppereikosaoxid,1000,711,false,fluid/gregtech/molten.titaniumonabariumdecacoppereikosaoxid.png,molten.titaniumonabariumdecacoppereikosaoxid,Molten Superconductor Base HV,13,gregtech,,3300,fluid.molten.titaniumonabariumdecacoppereikosaoxid,1000
f~gregtech~molten.tpvalloy,1000,645,false,fluid/gregtech/molten.tpvalloy.png,molten.tpvalloy,Molten TPV-Alloy,12,gregtech,,3000,fluid.molten.tpvalloy,1000
f~gregtech~molten.transcendentmetal,1000,811,false,fluid/gregtech/molten.transcendentmetal.png,molten.transcendentmetal,Molten Transcendent Metal,15,gregtech,,11700,fluid.molten.transcendentmetal,1000
f~gregtech~molten.trinium,1000,709,false,fluid/gregtech/molten.trinium.png,molten.trinium,Molten Trinium,15,gregtech,,7200,fluid.molten.trinium,1000
f~gregtech~molten.tritanium,1000,368,false,fluid/gregtech/molten.tritanium.png,molten.tritanium,Molten Tritanium,15,gregtech,,9900,fluid.molten.tritanium,1000
f~gregtech~molten.tungsten,1000,370,false,fluid/gregtech/molten.tungsten.png,molten.tungsten,Molten Tungsten,15,gregtech,,3695,fluid.molten.tungsten,1000
f~gregtech~molten.tungstencarbide,1000,646,false,fluid/gregtech/molten.tungstencarbide.png,molten.tungstencarbide,Molten Tungstencarbide,9,gregtech,,2460,fluid.molten.tungstencarbide,1000
f~gregtech~molten.tungstensteel,1000,647,false,fluid/gregtech/molten.tungstensteel.png,molten.tungstensteel,Molten Tungstensteel,15,gregtech,,4000,fluid.molten.tungstensteel,1000
f~gregtech~molten.ultimet,1000,622,false,fluid/gregtech/molten.ultimet.png,molten.ultimet,Molten Ultimet,10,gregtech,,2700,fluid.molten.ultimet,1000
f~gregtech~molten.universium,1000,817,false,fluid/gregtech/molten.universium.png,molten.universium,Molten Universium,0,gregtech,,0,fluid.molten.universium,1000
f~gregtech~molten.uranium,1000,372,false,fluid/gregtech/molten.uranium.png,molten.uranium,Molten Uranium 238,3,gregtech,,1405,fluid.molten.uranium,1000
f~gregtech~molten.uranium235,1000,387,false,fluid/gregtech/molten.uranium235.png,molten.uranium235,Molten Uranium 235,3,gregtech,,1405,fluid.molten.uranium235,1000
f~gregtech~molten.uraniumtriplatinid,1000,712,false,fluid/gregtech/molten.uraniumtriplatinid.png,molten.uraniumtriplatinid,Molten Superconductor Base EV,15,gregtech,,4400,fluid.molten.uraniumtriplatinid,1000
f~gregtech~molten.vanadium,1000,374,false,fluid/gregtech/molten.vanadium.png,molten.vanadium,Molten Vanadium,7,gregtech,,2183,fluid.molten.vanadium,1000
f~gregtech~molten.vanadiumgallium,1000,623,false,fluid/gregtech/molten.vanadiumgallium.png,molten.vanadiumgallium,Molten Vanadium-Gallium,15,gregtech,,4500,fluid.molten.vanadiumgallium,1000
f~gregtech~molten.vanadiumsteel,1000,648,false,fluid/gregtech/molten.vanadiumsteel.png,molten.vanadiumsteel,Molten Vanadiumsteel,3,gregtech,,1453,fluid.molten.vanadiumsteel,1000
f~gregtech~molten.vanadiumtriindinid,1000,713,false,fluid/gregtech/molten.vanadiumtriindinid.png,molten.vanadiumtriindinid,Molten Superconductor Base IV,15,gregtech,,5200,fluid.molten.vanadiumtriindinid,1000
f~gregtech~molten.vibrantalloy,1000,669,false,fluid/gregtech/molten.vibrantalloy.png,molten.vibrantalloy,Molten Vibrant Alloy,13,gregtech,,3300,fluid.molten.vibrantalloy,1000
f~gregtech~molten.vinteum,1000,649,false,fluid/gregtech/molten.vinteum.png,molten.vinteum,Molten Vinteum,1,gregtech,,1000,fluid.molten.vinteum,1000
f~gregtech~molten.vividalloy,1000,670,false,fluid/gregtech/molten.vividalloy.png,molten.vividalloy,Molten Vivid Alloy,13,gregtech,,3300,fluid.molten.vividalloy,1000
f~gregtech~molten.void,1000,440,false,fluid/gregtech/molten.void.png,molten.void,Molten Void Metal,1,gregtech,,1000,fluid.molten.void,1000
f~gregtech~molten.vulcanite,1000,441,false,fluid/gregtech/molten.vulcanite.png,molten.vulcanite,Molten Vulcanite,15,gregtech,,8400,fluid.molten.vulcanite,1000
f~gregtech~molten.vyroxeres,1000,442,false,fluid/gregtech/molten.vyroxeres.png,molten.vyroxeres,Molten Vyroxeres,15,gregtech,,5400,fluid.molten.vyroxeres,1000
f~gregtech~molten.whitedwarfmatter,1000,813,false,fluid/gregtech/molten.whitedwarfmatter.png,molten.whitedwarfmatter,Molten White Dwarf Matter,0,gregtech,,0,fluid.molten.whitedwarfmatter,1000
f~gregtech~molten.yellorium,1000,443,false,fluid/gregtech/molten.yellorium.png,molten.yellorium,Molten Yellorium,1,gregtech,,1000,fluid.molten.yellorium,1000
f~gregtech~molten.ytterbium,1000,376,false,fluid/gregtech/molten.ytterbium.png,molten.ytterbium,Molten Ytterbium,1,gregtech,,1097,fluid.molten.ytterbium,1000
f~gregtech~molten.yttrium,1000,378,false,fluid/gregtech/molten.yttrium.png,molten.yttrium,Molten Yttrium,5,gregtech,,1799,fluid.molten.yttrium,1000
f~gregtech~molten.yttriumbariumcuprate,1000,625,false,fluid/gregtech/molten.yttriumbariumcuprate.png,molten.yttriumbariumcuprate,Molten Yttrium Barium Cuprate,15,gregtech,,4500,fluid.molten.yttriumbariumcuprate,1000
f~gregtech~molten.zectium,1000,444,false,fluid/gregtech/molten.zectium.png,molten.zectium,Molten Zectium,1,gregtech,,1000,fluid.molten.zectium,1000
f~gregtech~molten.zinc,1000,380,false,fluid/gregtech/molten.zinc.png,molten.zinc,Molten Zinc,0,gregtech,,692,fluid.molten.zinc,1000
f~gregtech~moltenexohalkonitebase,1000,827,false,fluid/gregtech/moltenexohalkonitebase.png,moltenexohalkonitebase,Molten Exo-Halkonite Steel Preparation Base,0,gregtech,,295,fluid.moltenexohalkonitebase,1000
f~gregtech~mtbereactionmixture(butane),-100,683,true,fluid/gregtech/mtbereactionmixture(butane).png,mtbereactionmixture(butane),MTBE Reaction Mixture (Butane),0,gregtech,,295,fluid.mtbereactionmixture(butane),200
f~gregtech~mtbereactionmixture(butene),-100,682,true,fluid/gregtech/mtbereactionmixture(butene).png,mtbereactionmixture(butene),MTBE Reaction Mixture (Butene),0,gregtech,,295,fluid.mtbereactionmixture(butene),200
f~gregtech~naphthenicacid,1000,796,false,fluid/gregtech/naphthenicacid.png,naphthenicacid,Naphthenic Acid,0,gregtech,,295,fluid.naphthenicacid,1000
f~gregtech~nefariousgas,1000,737,false,fluid/gregtech/nefariousgas.png,nefariousgas,Nefarious Gas,0,gregtech,,295,fluid.nefariousgas,1000
f~gregtech~nefariousoil,1000,738,false,fluid/gregtech/nefariousoil.png,nefariousoil,Nefarious Oil,0,gregtech,,295,fluid.nefariousoil,1000
f~gregtech~netherair,1000,735,false,fluid/gregtech/netherair.png,netherair,Nether Air,0,gregtech,,295,fluid.netherair,1000
f~gregtech~nethersemifluid,1000,736,false,fluid/gregtech/nethersemifluid.png,nethersemifluid,Nether Semifluid,0,gregtech,,295,fluid.nethersemifluid,1000
f~gregtech~nickeltetracarbonyl,1000,775,false,fluid/gregtech/nickeltetracarbonyl.png,nickeltetracarbonyl,Nickel Tetracarbonyl,0,gregtech,,256,fluid.nickeltetracarbonyl,1000
f~gregtech~nitricacid,1000,578,false,fluid/gregtech/nitricacid.png,nitricacid,Nitric Acid,0,gregtech,,231,fluid.nitricacid,1000
f~gregtech~nitricoxide,-100,579,true,fluid/gregtech/nitricoxide.png,nitricoxide,Nitric Oxide,0,gregtech,,295,fluid.nitricoxide,200
f~gregtech~nitrofuel,1000,148,false,fluid/gregtech/nitrofuel.png,nitrofuel,Cetane-Boosted Diesel,0,gregtech,,295,fluid.nitrofuel,1000
f~gregtech~nitrogen,-100,122,true,fluid/gregtech/nitrogen.png,nitrogen,Nitrogen,0,gregtech,,295,fluid.nitrogen,200
f~gregtech~nitrogendioxide,-100,123,true,fluid/gregtech/nitrogendioxide.png,nitrogendioxide,Nitrogen Dioxide,0,gregtech,,295,fluid.nitrogendioxide,200
f~gregtech~nitrousoxide,-100,684,true,fluid/gregtech/nitrousoxide.png,nitrousoxide,Nitrous Oxide,0,gregtech,,295,fluid.nitrousoxide,200
f~gregtech~nmethylpyrolidone,1000,781,false,fluid/gregtech/nmethylpyrolidone.png,nmethylpyrolidone,N-Methyl-2-pyrrolidone,0,gregtech,,249,fluid.nmethylpyrolidone,1000
f~gregtech~noblegases,-100,478,true,fluid/gregtech/noblegases.png,noblegases,Noble Gases,0,gregtech,,295,fluid.noblegases,200
f~gregtech~octane,1000,685,false,fluid/gregtech/octane.png,octane,Octane,0,gregtech,,216,fluid.octane,1000
f~gregtech~oxygen,-100,111,true,fluid/gregtech/oxygen.png,oxygen,Oxygen,0,gregtech,,295,fluid.oxygen,200
f~gregtech~ozone,-100,722,true,fluid/gregtech/ozone.png,ozone,Ozone,0,gregtech,,295,fluid.ozone,200
f~gregtech~phenol,1000,580,false,fluid/gregtech/phenol.png,phenol,Phenol,0,gregtech,,314,fluid.phenol,1000
f~gregtech~phononcrystalsolution,1000,173,false,fluid/gregtech/phononcrystalsolution.png,phononcrystalsolution,Saturated Phononic Crystal Solution,0,gregtech,,500,fluid.phononcrystalsolution,1000
f~gregtech~phononmedium,1000,172,false,fluid/gregtech/phononmedium.png,phononmedium,Lossless Phonon Transfer Medium,0,gregtech,,500,fluid.phononmedium,1000
f~gregtech~phosphoricacid_gt5u,1000,581,false,fluid/gregtech/phosphoricacid_gt5u.png,phosphoricacid_gt5u,Phosphoric Acid,0,gregtech,,316,fluid.phosphoricacid_gt5u,1000
f~gregtech~phosphoruschlorinemixture,1000,753,false,fluid/gregtech/phosphoruschlorinemixture.png,phosphoruschlorinemixture,Phosphorus-Chlorine Mixture,0,gregtech,,295,fluid.phosphoruschlorinemixture,1000
f~gregtech~phosphoruspentachloride,1000,754,false,fluid/gregtech/phosphoruspentachloride.png,phosphoruspentachloride,Phosphorus Pentachloride,0,gregtech,,434,fluid.phosphoruspentachloride,1000
f~gregtech~phosphorustrichloride,1000,797,false,fluid/gregtech/phosphorustrichloride.png,phosphorustrichloride,Phosphorus Trichloride,0,gregtech,,179,fluid.phosphorustrichloride,1000
f~gregtech~phtalicacid,1000,676,false,fluid/gregtech/phtalicacid.png,phtalicacid,Phthalic Acid,0,gregtech,,207,fluid.phtalicacid,1000
f~gregtech~plasma.aluminium,55536,231,true,fluid/gregtech/plasma.aluminium.png,plasma.aluminium,Aluminium Plasma,15,gregtech,,10000,fluid.plasma.aluminium,10
f~gregtech~plasma.americium,55536,233,true,fluid/gregtech/plasma.americium.png,plasma.americium,Americium Plasma,15,gregtech,,10000,fluid.plasma.americium,10
f~gregtech~plasma.antimony,55536,235,true,fluid/gregtech/plasma.antimony.png,plasma.antimony,Antimony Plasma,15,gregtech,,10000,fluid.plasma.antimony,10
f~gregtech~plasma.ardite,55536,413,true,fluid/gregtech/plasma.ardite.png,plasma.ardite,Ardite Plasma,15,gregtech,,10000,fluid.plasma.ardite,10
f~gregtech~plasma.argon,55536,236,true,fluid/gregtech/plasma.argon.png,plasma.argon,Argon Plasma,15,gregtech,,10000,fluid.plasma.argon,10
f~gregtech~plasma.arsenic,55536,238,true,fluid/gregtech/plasma.arsenic.png,plasma.arsenic,Arsenic Plasma,15,gregtech,,10000,fluid.plasma.arsenic,10
f~gregtech~plasma.barium,55536,240,true,fluid/gregtech/plasma.barium.png,plasma.barium,Barium Plasma,15,gregtech,,10000,fluid.plasma.barium,10
